ID,Corredor,Sentido,Inicio,Fin,Longitud [km],Proyecto,PYP,Operación,Estado,Google maps,Python,Vectorrutas,Origin,Punto de control,Destination,Enviar correo,Consulta Phyton,Archivo Phyton,Observaciones_1
67,Carrera 43,SN,Calle 30,Calle 34,0.55,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.2298848,-75.5686949/6.2346598,-75.5690599/@6.233927,-75.5710425,17z/data=!4m2!4m1!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2298848,-75.5686949&destination=6.2346598,-75.5690599&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 30 hasta Calle 34 por Carrera 43,"6.2298848,-75.5686949",,"6.2346598,-75.5690599",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2298848,-75.5686949&destination=6.2346598,-75.5690599&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,67,""Ruta desde Calle 30 hasta Calle 34 por Carrera 43"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
68,Carrera 76,SN,Calle 11,Calle 31A,1.7,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.2203781,-75.5985868/'6.2352856,-75.5963968'/@6.2261276,-75.6004191,15.75z/data=!4m7!4m6!1m0!1m3!2m2!1d-75.5963968!2d6.2352856!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2203781,-75.5985868&destination=6.2352856,-75.5963968&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 11 hasta Calle 31A por Carrera 76,"6.2203781,-75.5985868",,"6.2352856,-75.5963968",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2203781,-75.5985868&destination=6.2352856,-75.5963968&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,68,""Ruta desde Calle 11 hasta Calle 31A por Carrera 76"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
69,Carrera 43f,NS,Calle 24,Calle 14,1.2,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.2247012,-75.5713413/6.2149051,-75.5746056/@6.2188451,-75.5753244,16z/data=!4m2!4m1!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2247012,-75.5713413&destination=6.2149051,-75.5746056&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 24 hasta Calle 14 por Carrera 43f,"6.2247012,-75.5713413",,"6.2149051,-75.5746056",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2247012,-75.5713413&destination=6.2149051,-75.5746056&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,69,""Ruta desde Calle 24 hasta Calle 14 por Carrera 43f"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
70,Carrera 43f,SN,Calle 17,Calle 23,1.3,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.2148886,-75.5752651/6.2240751,-75.5712628/@6.2174375,-75.5736276,16.13z/data=!4m2!4m1!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2148886,-75.5752651&destination=6.2240751,-75.5712628&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 17 hasta Calle 23 por Carrera 43f,"6.2148886,-75.5752651",,"6.2240751,-75.5712628",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2148886,-75.5752651&destination=6.2240751,-75.5712628&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,70,""Ruta desde Calle 17 hasta Calle 23 por Carrera 43f"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
71,Calle 10,WE,Avenida Las Vegas,Avenida El Poblado,0.7,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.2132295,-75.5761699/6.2106758,-75.5706156/@6.2113101,-75.5738778,17.75z/data=!4m2!4m1!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2132295,-75.5761699&destination=6.2106758,-75.5706156&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Avenida Las Vegas hasta Avenida El Poblado por Calle 10,"6.2132295,-75.5761699",,"6.2106758,-75.5706156",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2132295,-75.5761699&destination=6.2106758,-75.5706156&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,71,""Ruta desde Avenida Las Vegas hasta Avenida El Poblado por Calle 10"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
72,Calle 36,WE,Avenida Ferrocarril,Avenida El Poblado,0.6,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.238308,-75.5754974/6.2364331,-75.5705617/@6.2366076,-75.5731815,16.75z/data=!4m2!4m1!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.238308,-75.5754974&destination=6.2364331,-75.5705617&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Avenida Ferrocarril hasta Avenida El Poblado por Calle 36,"6.238308,-75.5754974",,"6.2364331,-75.5705617",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.238308,-75.5754974&destination=6.2364331,-75.5705617&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,72,""Ruta desde Avenida Ferrocarril hasta Avenida El Poblado por Calle 36"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
73,Carrera 73,SN,Circular 1,Circular 5,0.29,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/6.2441849,-75.5912416/6.2464449,-75.5923783/@6.2449351,-75.5922122,18.25z/data=!4m2!4m1!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2441849,-75.5912416&destination=6.2464449,-75.5923783&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Circular 1 hasta Circular 5 por Carrera 73,"6.2441849,-75.5912416",,"6.2464449,-75.5923783",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2441849,-75.5912416&destination=6.2464449,-75.5923783&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,73,""Ruta desde Circular 1 hasta Circular 5 por Carrera 73"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
74,Girardot,NS,Calle 58,Avenida San Juan,1.2,Parqueate bien,PyP,Interrumpido,Inactivo,"https://www.google.com.co/maps/dir/'6.2526944,-75.5599748'/'6.2428292,-75.5650835'/@6.2474836,-75.5661263,16z/data=!3m1!4b1!4m10!4m9!1m3!2m2!1d-75.5599748!2d6.2526944!1m3!2m2!1d-75.5650835!2d6.2428292!3e0?hl=es-419","https://maps.googleapis.com/maps/api/directions/json?origin=6.2526944,-75.5599748&destination=6.2428292,-75.5650835&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 58 hasta Avenida San Juan por Girardot,"6.2526944,-75.5599748",,"6.2428292,-75.5650835",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2526944,-75.5599748&destination=6.2428292,-75.5650835&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,74,""Ruta desde Calle 58 hasta Avenida San Juan por Girardot"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 06/04/2018
75,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,"https://www.google.com/maps/dir/6.2754873,-75.5736516/6.2723955,-75.5907971/@6.2732634,-75.5843417,16.25z","https://maps.googleapis.com/maps/api/directions/json?origin=6.2754873,-75.5736516&destination=6.2723955,-75.5907971&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ensayo,"6.2754873,-75.5736516",,"6.2723955,-75.5907971",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2754873,-75.5736516&destination=6.2723955,-75.5907971&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,75,""Ensayo"",0)",,
76,Avenida Paralela,NS,Solla,Puente Madra Laura,2.9,N.A,Exenta,Continuo,Inactivo,"https://www.google.com/maps/dir/6.3107526,-75.5574664/6.2871338,-75.5664565/@6.2985555,-75.5628444,15.5z/data=!4m2!4m1!3e0!5m1!1e1","https://maps.googleapis.com/maps/api/directions/json?origin=6.3107526,-75.5574664&destination=6.2871338,-75.5664565&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Autopista Med-Bog hasta Pte Madre Laura por Avenida Paralela,"6.3107526,-75.5574664",,"6.2871338,-75.5664565",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.3107526,-75.5574664&destination=6.2871338,-75.5664565&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,76,""Ruta desde Autopista Med-Bog hasta Pte Madre Laura por Avenida Paralela"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 26/11/2019
77,Avenida Paralela,SN,Puente Madra Laura,Solla,2.9,N.A,Exenta,Continuo,Inactivo,"https://www.google.com/maps/dir/6.2870913,-75.5663703/6.3106903,-75.5573531/@6.3075978,-75.5564223,17z/data=!4m2!4m1!3e0!5m1!1e1","https://maps.googleapis.com/maps/api/directions/json?origin=6.2870913,-75.5663703&destination=6.3106903,-75.5573531&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Pte Madre Laura hasta Autopista Med-Bog  por Avenida Paralela,"6.2870913,-75.5663703",,"6.3106903,-75.5573531",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2870913,-75.5663703&destination=6.3106903,-75.5573531&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,77,""Ruta desde Pte Madre Laura hasta Autopista Med-Bog  por Avenida Paralela"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 26/11/2019
78,Avenida Las Palmas,SN,Fonda La Molienda,Sandiego,1.9,N.A,Exenta,Continuo,Inactivo,"https://www.google.com/maps/dir/6.2227367,-75.5650938/6.2372666,-75.5697952/@6.2299564,-75.5674953,16.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2227367,-75.5650938&destination=6.2372666,-75.5697952&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Fonda La Molienda hasta glorieta de Sandiego por Av. Las Palmas,"6.2227367,-75.5650938",,"6.2372666,-75.5697952",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2227367,-75.5650938&destination=6.2372666,-75.5697952&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,78,""Ruta desde Fonda La Molienda hasta glorieta de Sandiego por Av. Las Palmas"",0)",tiempos_de_viaje_seguimiento_3.pyw,"Creado el 26/11/2019
Eliminado el 17/01/2020"
79,Avenida Las Palmas,NS,Fonda La Molienda,Alto de Palmas,13.4,N.A,Exenta,Continuo,Inactivo,"https://www.google.com/maps/dir/6.2227395,-75.5651738/6.1536119,-75.5415262/@6.1827251,-75.545851,14z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2227395,-75.5651738&destination=6.1536119,-75.5415262&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Fonda La Molienda hasta El alto de Las Palmas por Av. Las Palmas,"6.2227395,-75.5651738",,"6.1536119,-75.5415262",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2227395,-75.5651738&destination=6.1536119,-75.5415262&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,79,""Ruta desde Fonda La Molienda hasta El alto de Las Palmas por Av. Las Palmas"",0)",tiempos_de_viaje_seguimiento_3.pyw,"Creado el 26/11/2019
Eliminado el 17/01/2020"
80,Avenida El Poblado,NS,Calle 19,Calle 12Sur,3.2,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2198017,-75.5695772/6.1926276,-75.5764583/@6.2055838,-75.5720772,15.5z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2198017,-75.5695772&destination=6.1926276,-75.5764583&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 19 hasta la calle 12S por Av. El Poblado,"6.2198017,-75.5695772",,"6.1926276,-75.5764583",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2198017,-75.5695772&destination=6.1926276,-75.5764583&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,80,""Ruta desde la calle 19 hasta la calle 12S por Av. El Poblado"",0)",tiempos_de_viaje_seguimiento_3.pyw,"Creado el 26/11/2019
Eliminado el 17/01/2020"
81,Avenida El Poblado,SN,Calle 12Sur,Calle 19,3.2,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.1926193,-75.5763436/6.2198017,-75.5695772/@6.2081837,-75.5828027,15z/data=!3m1!4b1!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1926193,-75.5763436&destination=6.2198017,-75.5695772&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 12S hasta la calle 19 por Av. El Poblado,"6.1926193,-75.5763436",,"6.2198017,-75.5695772",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1926193,-75.5763436&destination=6.2198017,-75.5695772&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,81,""Ruta desde la calle 12S hasta la calle 19 por Av. El Poblado"",0)",tiempos_de_viaje_seguimiento_3.pyw,"Creado el 26/11/2019
Eliminado el 17/01/2020"
82,Avenida Las Vegas,SN,Calle 30,Calle 12Sur,4.1,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2311242,-75.5745741/6.1947359,-75.5795156/@6.2121766,-75.5817657,15z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2311242,-75.5745741&destination=6.1947359,-75.5795156&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 30 hasta la calle 12s por Av. Las Vegas,"6.2311242,-75.5745741",,"6.1947359,-75.5795156",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2311242,-75.5745741&destination=6.1947359,-75.5795156&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,82,""Ruta desde la calle 30 hasta la calle 12s por Av. Las Vegas"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 26/11/2019
83,Avenida Las Vegas,NS,Calle 12Sur,Calle 30,4.1,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.1945418,-75.5794885/6.2307689,-75.5744471/@6.2121433,-75.5773392,15.17z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1945418,-75.5794885&destination=6.2307689,-75.5744471&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 12s hasta la calle 30 por Av. Las Vegas,"6.1945418,-75.5794885",,"6.2307689,-75.5744471",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1945418,-75.5794885&destination=6.2307689,-75.5744471&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,83,""Ruta desde la calle 12s hasta la calle 30 por Av. Las Vegas"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 26/11/2019
84,Tramo 01 - Terminal del Norte,EW,Caribe,Carrera 65,1.2,Pretroncal Av. 80 - Buses eléctricos,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2778456,-75.5702684/6.2754533,-75.5736877/@6.2763337,-75.5731721,18z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2778456,-75.5702684&destination=6.2754533,-75.5736877&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Estacion Caribe hasta Carrera 65 por Glorieta Terminal del Norte,"6.2778456,-75.5702684",,"6.2754533,-75.5736877",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2778456,-75.5702684&destination=6.2754533,-75.5736877&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,84,""Ruta desde Estacion Caribe hasta Carrera 65 por Glorieta Terminal del Norte"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,Creado el 28/11/2019
85,Tramo 01 - Terminal del Norte,WE,Carrera 65,Caribe ,1.6,Pretroncal Av. 80 - Buses eléctricos,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2763439,-75.5733642/6.2782238,-75.5702188/@6.2768518,-75.573763,16z/data=!4m2!4m1!3e0?hl=es-CL","https://maps.googleapis.com/maps/api/directions/json?origin=6.2763439,-75.5733642&destination=6.2782238,-75.5702188&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Carrera 65 hasta Estacion Caribe por Glorieta Terminal del Norte,"6.2763439,-75.5733642",,"6.2782238,-75.5702188",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2763439,-75.5733642&destination=6.2782238,-75.5702188&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,85,""Ruta desde Carrera 65 hasta Estacion Caribe por Glorieta Terminal del Norte"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,Creado el 28/11/2019
86,Tramo 02 - Robledo,EW,Carrera 65,Calle 65,2,Pretroncal Av. 80 - Buses eléctricos,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2754779,-75.5735943/6.2724167,-75.590798/@6.2740315,-75.5865735,16z/data=!3m1!4b1!4m2!4m1!3e0?hl=es-CL","https://maps.googleapis.com/maps/api/directions/json?origin=6.2754779,-75.5735943&destination=6.2724167,-75.590798&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Carrera 65 hasta Calle 65 por Transversal 78,"6.2754779,-75.5735943",,"6.2724167,-75.590798",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2754779,-75.5735943&destination=6.2724167,-75.590798&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,86,""Ruta desde Carrera 65 hasta Calle 65 por Transversal 78"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,Creado el 28/11/2019
87,Tramo 02 - Robledo,WE,Calle 65 ,Carrera 65,2.2,Pretroncal Av. 80 - Buses eléctricos,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2723665,-75.5908883/6.2763284,-75.5734508/@6.2722105,-75.590694,20.54z/data=!4m2!4m1!3e0?hl=es-CL","https://maps.googleapis.com/maps/api/directions/json?origin=6.2723665,-75.5908883&destination=6.2763284,-75.5734508&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 65 hasta Carrera 65 por Transversal 78,"6.2723665,-75.5908883",,"6.2763284,-75.5734508",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2723665,-75.5908883&destination=6.2763284,-75.5734508&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,87,""Ruta desde Calle 65 hasta Carrera 65 por Transversal 78"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,Creado el 28/11/2019
88,Tramo 03 - Av.80,NS,Calle 65,Calle 30,5,Pretroncal Av. 80 - Buses eléctricos,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2733769,-75.5931027/6.2316309,-75.6021964/@6.2364091,-75.5968911,15.71z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2733769,-75.5931027&destination=6.2316309,-75.6021964&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 65 hasta Calle 30 por Avenida 80,"6.2733769,-75.5931027",,"6.2316309,-75.6021964",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2733769,-75.5931027&destination=6.2316309,-75.6021964&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,88,""Ruta desde Calle 65 hasta Calle 30 por Avenida 80"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,Creado el 28/11/2019
89,Tramo 03 - Av.80,SN,Calle 30,Calle 65,5,Pretroncal Av. 80 - Buses eléctricos,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2317453,-75.6020968/6.2733381,-75.5930151/@6.2763589,-75.5716593,13.71z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2317453,-75.6020968&destination=6.2733381,-75.5930151&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 30 hasta Calle 65 por Avenida 80,"6.2317453,-75.6020968",,"6.2733381,-75.5930151",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2317453,-75.6020968&destination=6.2733381,-75.5930151&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,89,""Ruta desde Calle 30 hasta Calle 65 por Avenida 80"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,Creado el 28/11/2019
90,Autopista Sur,NS,Calle 10,Calle 12 Sur,4.1,N.A,PyP,Continuo,Inactivo,"https://www.google.es/maps/dir/'6.2316175,-75.5758909'/6.1953041,-75.5819477/@6.2304131,-75.5735863,15.5z/data=!4m8!4m7!1m3!2m2!1d-75.5758909!2d6.2316175!1m0!3e0!5i1","https://maps.googleapis.com/maps/api/directions/json?origin=6.2316175,-75.5758909&destination=6.1953041,-75.5819477&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 10 hasta Calle 12 Sur por Autopista Sur,"6.2316175,-75.5758909",,"6.1953041,-75.5819477",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2316175,-75.5758909&destination=6.1953041,-75.5819477&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,90,""Ruta desde Calle 10 hasta Calle 12 Sur por Autopista Sur"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
91,Avenida Ferrocarril,SN,Calle 30,San Juan,1.7,N.A,PyP,Interrumpido,Inactivo,"https://www.google.es/maps/dir/6.2468962,-75.5751685/6.2643783,-75.5674407/@6.2559665,-75.5769061,15.5z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2468962,-75.5751685&destination=6.2643783,-75.5674407&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desdeCalle 30 hasta San Juan por Avenida Ferrocarril,"6.2468962,-75.5751685",,"6.2643783,-75.5674407",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2468962,-75.5751685&destination=6.2643783,-75.5674407&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,91,""Ruta desdeCalle 30 hasta San Juan por Avenida Ferrocarril"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
92,Avenida Ferrocarril,NS,San Juan,Calle 30,1.7,N.A,PyP,Interrumpido,Inactivo,"https://www.google.es/maps/dir/6.2467664,-75.5754323/6.2317255,-75.5776158/@6.2387129,-75.5755069,16z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2467664,-75.5754323&destination=6.2317255,-75.5776158&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde San Juan hasta Calle 30 por Avenida Ferrocarril,"6.2467664,-75.5754323",,"6.2317255,-75.5776158",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2467664,-75.5754323&destination=6.2317255,-75.5776158&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,92,""Ruta desde San Juan hasta Calle 30 por Avenida Ferrocarril"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
